eğitim düzeyi,Yaş Aralığı,Yıl,Adana-1,Adıyaman-2,Afyonkarahisar-3,Ağrı-4,Aksaray-68,Amasya-5,Ankara-6,Antalya-7,Ardahan-75,Artvin-8,Aydın-9,Balıkesir-10,Bartın-74,Batman-72,Bayburt-69,Bilecik-11,Bingöl-12,Bitlis-13,Bolu-14,Burdur-15,Bursa-16,Çanakkale-17,Çankırı-18,Çorum-19,Denizli-20,Diyarbakır-21,Düzce-81,Edirne-22,Elazığ-23,Erzincan-24,Erzurum-25,Eskişehir-26,Gaziantep-27,Giresun-28,Gümüşhane-29,Hakkari-30,Hatay-31,Iğdır-76,Isparta-32,İstanbul-34,İzmir-35,Kahramanmaraş-46,Karabük-78,Karaman-70,Kars-36,Kastamonu-37,Kayseri-38,Kilis-79,Kırıkkale-71,Kırklareli-39,Kırşehir-40,Kocaeli-41,Konya-42,Kütahya-43,Malatya-44,Manisa-45,Mardin-47,Mersin-33,Muğla-48,Muş-49,Nevşehir-50,Niğde-51,Ordu-52,Osmaniye-80,Rize-53,Sakarya-54,Samsun-55,Şanlıurfa-63,Siirt-56,Sinop-57,Şırnak-73,Sivas-58,Tekirdağ-59,Tokat-60,Trabzon-61,Tunceli-62,Uşak-64,Van-65,Yalova-77,Yozgat-66,Zonguldak-67
Lise,25--29,2016,40927,10312,12328,6125,6508,6337,121390,47558,1478,3676,18202,21263,3183,9184,1870,5525,5974,5401,7130,4572,64909,9390,3532,8868,20379,27967,8854,8172,10772,4785,13454,21558,30401,8246,3522,7787,25607,2822,9106,307002,86489,19963,4369,4196,4305,6446,29505,2095,6414,8270,4684,43425,33541,12013,15174,26239,13021,32819,17115,5408,5083,5484,14137,9914,7189,22657,23756,20022,5016,3108,7949,11708,23560,9387,16855,2909,6675,15436,4632,8462,12275
Lise,30--34,2016,48461,10752,12459,4434,6502,6561,135465,55642,1384,3797,19646,22794,3293,8395,1512,5924,4607,4386,6652,4464,71831,9864,3493,9170,21553,23555,8503,8043,11227,4744,12418,22028,30600,8549,3360,4361,26801,2655,9388,349077,97114,21182,4535,4478,3455,6480,33082,1708,6703,8609,4801,49849,35597,12151,16816,26731,10903,35643,19533,4336,5871,5269,13950,11253,7393,22567,23416,18068,3891,3173,5184,12124,26185,9664,18903,2077,6885,12378,5243,8040,13880
Lise,35--39,2016,51541,9864,12753,4167,6360,6841,146414,59728,1567,4088,21267,25271,3656,7756,1368,5776,4266,4139,6867,4754,76364,10722,3676,9444,23107,21304,8560,8848,11204,4695,12439,22679,28859,8932,3136,3659,26858,2606,9896,375826,105113,20530,5054,4364,3922,6683,32189,1710,6847,9545,4985,53574,35237,11687,17540,25787,9611,36631,21638,4014,6111,5563,14955,11985,7602,23655,25328,15727,3274,3083,3743,12253,27683,10622,19243,2129,6968,10976,5871,7756,14806
Lise,40--44,2016,37783,6571,8168,2931,4269,4874,110062,45341,1213,3354,16176,19993,2549,5141,926,4014,2748,2694,4852,3285,56148,7702,2620,6409,15576,14346,5684,6628,8319,3290,9039,17723,19035,6567,2193,2043,17760,1909,7145,281174,81632,13039,4207,3011,3046,4315,20950,1084,5365,7181,3586,37919,23615,8354,12520,17752,5985,27566,16715,2625,4402,4004,11440,8765,5943,16786,18742,9992,2028,2213,1896,9354,19331,7656,14732,1390,5204,7398,4584,5472,10493
Lise,45--49,2016,27914,4185,6388,1569,2673,3540,82019,34326,837,2862,12918,16369,1484,3328,675,2919,1534,1714,3432,2626,42032,6402,1910,4215,12086,8862,3930,5633,5802,2378,6302,13590,12238,5343,1576,1076,13187,1303,5479,207293,63360,7889,2831,2024,2127,3084,14894,833,4500,6038,2948,25655,17408,5937,8732,13671,3884,21494,13099,1483,3128,3053,8458,6194,5212,12035,13825,6092,1371,1737,1006,7059,14323,5668,11580,950,3795,4152,3709,3827,6798
Lise,50--54,2016,27147,3739,5728,1641,2213,3531,73381,29376,864,3001,12094,15275,1359,2883,709,2349,1533,1588,2978,2703,34731,6363,1979,3946,10540,8061,3486,5287,5947,2117,5699,12145,10232,5704,1590,1003,13192,1199,4907,171708,57791,6935,2499,1840,2240,3149,12635,870,4275,5181,3001,21591,15911,5280,8809,12399,3597,21752,12350,1548,2934,2860,9016,5981,4781,9735,13583,5623,1283,2014,915,6751,11189,5455,11134,1066,3525,3962,3624,3857,6334
Lise,55-59,2016,19006,2218,4027,904,1367,2392,53574,19873,559,2097,9938,12645,1065,1432,383,1741,802,832,2072,1789,25855,4772,1484,2700,7033,4374,2278,4192,4587,1416,3495,9301,6598,4028,985,534,9043,804,3463,119722,45919,4354,1967,1174,1436,2466,8490,570,3058,4111,1894,14688,11077,3651,5953,8564,1940,15484,9682,808,1949,2051,5563,3858,3049,6918,9641,3345,635,1420,446,4537,8128,4005,7599,707,2641,2257,2847,2171,5572
Lise,60--64,2016,12007,1145,2586,543,800,1463,34593,12164,382,1439,6478,8060,676,985,278,774,453,488,1272,935,15213,2770,1023,1634,4135,2381,1368,2188,2788,765,2311,5389,3950,2396,541,327,4978,466,2187,71318,29515,2671,1193,690,810,1374,4984,310,1897,2184,1039,9057,6781,1897,3446,4499,987,10015,6145,497,1084,1154,3356,2399,1270,4242,5756,1730,398,867,312,2807,4780,2315,4244,454,1506,1310,1742,1261,3203
Lise,65+,2016,10306,971,2071,369,665,1302,43018,12859,315,1085,6619,10424,506,747,196,733,475,367,1166,835,14439,3314,946,1438,3485,2236,1029,2022,2397,690,2149,5861,3191,1769,467,332,3935,285,2166,99559,41751,1833,1048,524,740,1320,4478,271,1419,1892,744,9099,6033,1731,2844,4130,997,9824,7558,345,883,1066,2900,1540,1048,3595,4940,1375,389,948,255,2614,4308,1794,3428,369,1231,1048,2443,1081,2723
Yüksekokul Veya Fakülte,18--21,2016,4836,1637,1727,869,794,850,10218,4960,268,484,2311,2776,467,1183,223,619,574,739,717,829,6105,1364,527,1059,2297,2573,906,927,1495,897,1577,1600,3649,1674,788,731,3735,433,1263,40717,9051,2636,784,755,755,1168,2568,355,788,1061,568,4881,5026,1590,1536,3515,1637,4158,1971,639,705,855,2381,1506,740,2418,3671,2286,774,543,848,1536,1982,1728,1976,304,842,1682,610,1083,1386
Yüksekokul Veya Fakülte,22--24,2016,25309,7732,7997,4911,4226,4050,76584,26197,1268,2459,12371,14168,2144,6478,1359,3381,3547,4151,4084,3553,34841,7190,2229,5643,12004,16258,5097,5216,8548,4189,9446,12877,19063,6830,3376,3828,16649,2131,5990,201265,51639,11855,4175,3162,3732,4998,16203,1603,3691,5024,3346,24079,26979,8943,10120,16377,7963,20012,10227,3635,3188,3865,9503,7111,4677,11457,17180,14406,4004,2539,5512,8653,10828,7971,11868,1605,3997,9418,2997,5267,7443
Yüksekokul Veya Fakülte,25--29,2016,49236,15102,13763,10408,7271,7902,180854,55564,2529,5103,23421,28127,3684,13580,2385,6493,7739,8231,7936,5851,72951,13781,3871,10158,23006,39153,8925,10600,15719,7105,20120,26937,37602,10707,5057,8153,32139,4472,10991,468510,113779,20986,7360,5624,7007,8084,32921,2872,6751,9216,6107,55553,47815,14657,21103,29827,16777,39806,21388,7653,5999,6762,14909,11914,9309,23228,29714,31871,7980,4681,10910,16306,24413,12720,22062,3919,7387,21642,6008,8985,13148
Yüksekokul Veya Fakülte,30--34,2016,40321,10038,10383,4736,4968,5730,148440,49369,1569,3666,17932,20931,2824,8185,1490,4411,4229,4386,5882,4494,62350,10936,2672,7553,18328,26154,6251,7611,10583,4715,13049,20674,25829,7199,2679,3468,24039,2850,8449,387905,97066,16085,4648,4158,4219,5486,26023,1736,4945,6917,4074,44699,34461,9070,15916,22319,9781,31407,19044,4062,4776,4759,10110,8427,6780,16993,21716,18051,4236,3190,4415,11231,19296,9085,15716,2425,5875,12534,4704,5664,9575
Yüksekokul Veya Fakülte,35--39,2016,32429,7465,7738,2539,4172,4762,122857,43145,863,2334,15184,17491,2343,5323,879,2795,2716,2558,4588,3548,48203,8746,1993,6290,15727,16911,4775,5841,8158,3412,8691,16378,19439,5188,1611,1713,19089,1781,6783,295744,83075,12309,3497,3176,2555,4208,21549,1115,3782,5158,3265,32802,27545,6793,13107,17020,5758,26356,16305,2339,3634,4006,8248,7067,4918,12975,19157,10900,2457,2435,1896,7733,14487,7176,12336,1529,4598,6900,4059,3921,7748
Yüksekokul Veya Fakülte,40--44,2016,24433,4056,5113,1251,2897,3589,98762,33006,532,1534,12160,14131,1776,2983,565,2046,1410,1390,3212,2791,33691,6481,1574,4549,11245,9766,3250,4200,5471,2246,5380,12621,12753,3912,1051,873,13127,953,5503,203924,64755,7647,2765,2205,1413,2983,15664,906,3040,3632,2522,20554,20179,4813,9094,11751,2960,19934,13252,1242,2778,2937,6421,5038,3203,8942,14495,6207,1269,1770,927,5222,9428,4970,9351,866,3479,3850,3198,2394,5545
Yüksekokul Veya Fakülte,45--49,2016,16066,2372,3924,614,1781,2577,78223,23421,269,1229,9705,11020,1305,1676,384,1386,859,786,2201,1926,23055,4587,1137,3122,8078,5427,2057,3219,3844,1474,3708,9468,7435,2737,718,378,8139,579,3893,136621,49174,4825,1997,1432,842,2191,9885,545,2317,2628,1888,12595,14010,3128,5892,8312,1698,13801,9734,772,1938,1959,4452,3327,2194,5526,9979,3281,746,1381,407,3728,6303,3532,6392,558,2288,2037,2464,1738,4238
Yüksekokul Veya Fakülte,50--54,2016,11804,1571,2885,553,1158,1959,64528,17928,195,903,7856,9196,823,1046,306,902,639,613,1708,1584,16425,3776,867,2414,5896,3627,1435,2474,2868,914,2641,7161,4656,2239,602,329,5510,399,3154,96052,40326,3281,1366,1002,651,1691,6537,314,1731,1945,1296,8294,10275,2403,4133,6460,1193,11110,8376,582,1201,1336,3463,2457,1444,4097,7586,2081,533,1094,306,2514,4346,2698,5016,383,1661,1538,1748,1435,2963
Yüksekokul Veya Fakülte,55-59,2016,8173,945,2203,269,675,1470,48370,12997,107,634,6702,7926,586,532,156,582,344,317,1351,1300,11639,3389,715,1715,4421,2066,1094,2181,1920,623,1619,5190,2982,2133,439,169,4216,248,2510,68055,32366,2323,893,619,366,1278,4626,220,1176,1824,938,5940,6789,1838,2887,5093,763,8296,7052,281,822,1011,2693,1672,1213,2836,5481,1380,288,906,143,1818,3094,2106,3753,207,1499,995,1365,993,2161
Yüksekokul Veya Fakülte,60--64,2016,7340,785,1971,208,612,1375,38837,11425,131,656,6231,6914,457,419,125,555,271,226,1257,1296,10083,2672,646,1613,3993,1534,1011,1946,1775,574,1405,4486,2687,1821,336,86,4062,240,2089,55935,27546,2281,723,567,306,1225,4107,207,928,1559,885,5077,5861,1603,2578,4390,594,7894,6222,192,732,1022,2211,1583,1062,2654,4760,1176,251,899,130,1602,2709,1966,3543,222,1382,660,1142,843,1876
Yüksekokul Veya Fakülte,65+,2016,8877,444,1518,114,591,1081,48804,12676,147,790,6754,8283,408,196,120,498,161,115,1265,892,11566,3155,455,1362,3833,1012,1026,1953,1551,459,1093,4636,2828,1582,328,43,3463,121,1960,84022,39434,1791,582,573,226,1122,3843,297,592,1746,692,5508,5883,1255,1980,3634,337,8596,8533,99,735,1172,2386,1601,872,2670,4519,803,121,1013,70,1390,3133,1615,3596,167,1212,368,1647,529,1640
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),22--24,2016,7,2,4,1,2,1,36,4,,,4,3,,,1,,,4,1,1,7,1,1,1,3,5,4,1,2,,5,7,9,2,,1,3,2,2,137,17,6,3,,3,1,5,1,2,2,,7,12,3,2,5,2,5,1,,,,3,,,4,1,3,2,1,4,2,1,2,6,,2,1,,3,
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),25--29,2016,953,192,472,175,268,206,12071,1361,85,137,721,658,163,184,87,208,187,142,323,168,2221,504,135,254,747,476,260,420,536,206,743,1357,1014,258,176,112,515,89,477,24071,5226,493,285,156,177,282,1252,73,166,315,181,1723,1852,530,464,700,242,826,596,173,179,196,345,149,294,838,841,571,142,135,161,334,761,372,876,66,213,409,232,230,389
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),30--34,2016,2329,545,976,309,453,391,22100,2917,136,224,1213,1274,241,493,147,371,327,281,533,358,4240,904,261,550,1434,1498,502,714,1189,449,1295,2306,1969,453,246,172,1263,182,860,48286,9705,1069,418,319,301,500,2421,114,335,533,353,3490,3471,803,1114,1304,618,1690,1160,257,393,427,657,374,543,1465,1705,1183,260,225,282,786,1349,666,1378,185,478,870,480,417,714
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),35--39,2016,3380,683,872,210,507,421,22315,3667,76,191,1367,1550,231,493,93,273,255,213,556,360,4426,981,236,613,1413,1463,449,676,1025,382,1179,2225,2176,460,165,145,1591,157,953,47630,9623,1427,404,305,241,449,2323,125,400,487,375,3545,3652,818,1254,1488,534,2250,1450,230,391,514,628,608,478,1580,1786,1010,214,209,199,759,1362,744,1213,129,451,779,432,415,796
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),40--44,2016,2411,329,514,98,325,264,15714,2568,48,125,969,1041,153,235,36,173,115,109,315,254,3075,632,175,390,900,822,279,456,623,241,653,1556,1364,307,84,74,908,83,574,32323,6366,891,271,172,125,264,1379,77,304,274,212,2285,2366,514,826,861,233,1595,1028,91,225,333,476,389,280,983,1198,591,102,102,75,471,917,470,893,64,294,417,371,206,442
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),45--49,2016,1871,191,346,45,154,194,12160,2187,16,68,786,906,122,131,27,107,51,49,218,159,2380,469,88,245,736,499,161,341,422,146,346,1153,894,242,49,26,658,61,408,23540,5405,586,179,124,79,156,1037,45,233,238,148,1514,1635,315,499,641,119,1213,899,39,145,199,348,225,203,633,833,340,43,85,36,339,625,315,661,43,196,226,281,139,340
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),50--54,2016,1275,106,172,36,86,118,8404,1594,11,47,586,624,54,99,18,72,32,37,125,105,1600,329,64,155,448,299,97,268,277,73,218,718,521,174,32,10,417,31,214,14845,3837,318,102,77,33,92,640,29,155,149,55,869,912,193,268,461,84,871,699,30,96,113,269,158,126,400,552,190,49,56,12,216,405,200,379,22,129,139,174,73,178
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),55-59,2016,629,48,106,19,34,57,4737,896,8,23,334,369,26,48,8,26,10,16,75,65,807,222,33,78,230,145,59,164,131,38,130,396,225,118,21,10,241,17,149,8922,2347,168,30,28,22,55,276,9,63,89,42,420,547,98,144,277,44,428,493,14,40,55,138,83,63,222,300,91,28,38,4,75,196,113,207,14,66,66,120,37,107
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),60--64,2016,408,25,81,12,23,37,3414,637,4,41,231,312,15,28,4,20,6,10,57,38,539,147,25,55,153,110,48,81,61,46,97,229,147,94,14,4,173,20,93,6365,1572,129,23,23,12,54,204,4,52,58,32,321,387,77,89,190,23,326,385,11,22,47,86,51,64,142,237,86,20,40,9,65,147,79,173,10,41,33,64,26,88
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),65+,2016,436,16,58,11,14,27,5075,709,8,29,288,418,18,17,8,15,2,3,42,26,694,155,30,29,139,58,42,83,60,36,62,190,157,74,10,4,171,8,85,9813,2350,87,22,14,8,35,151,9,23,66,14,342,321,64,75,137,24,425,616,4,29,36,74,46,52,122,229,56,10,27,6,42,140,54,134,12,38,15,86,22,84
Doktora,25--29,2016,29,12,20,8,7,6,630,45,2,2,22,22,8,6,5,6,3,5,10,9,68,5,3,10,26,10,16,8,32,12,31,75,22,6,11,2,12,2,11,586,135,6,14,7,6,10,55,4,10,7,6,61,65,25,48,17,3,16,10,7,13,12,9,4,10,43,39,13,4,5,1,14,30,20,50,1,14,11,6,8,17
Doktora,30--34,2016,240,81,111,40,97,54,3754,389,37,55,146,157,58,34,34,51,43,32,84,85,409,109,51,71,180,125,89,118,169,79,244,418,218,93,62,14,112,26,131,4304,1067,81,103,43,61,70,320,18,38,67,80,361,446,120,175,122,35,110,124,46,77,65,77,41,127,250,195,114,36,57,30,121,143,140,341,23,86,65,56,80,130
Doktora,35--39,2016,534,126,246,75,155,86,5138,702,27,63,331,324,69,97,32,66,64,63,231,95,722,275,82,114,376,276,176,244,299,109,412,712,459,150,87,15,267,28,308,7527,2138,202,130,71,130,118,523,37,76,111,129,689,914,242,290,262,86,328,306,52,147,141,187,78,118,442,487,275,60,96,40,236,300,205,449,40,151,226,70,105,239
Doktora,40--44,2016,657,124,208,52,111,59,4782,769,22,43,393,316,40,79,26,50,43,39,184,97,835,276,54,104,418,322,140,222,292,78,420,694,415,110,57,10,340,28,331,7304,2103,222,97,58,70,112,550,35,97,72,73,625,944,186,321,280,71,428,323,34,86,138,149,79,111,336,461,210,56,63,18,209,274,184,372,21,106,188,79,95,152
Doktora,45--49,2016,640,84,238,28,97,52,4651,744,12,30,354,323,35,56,6,43,30,13,147,91,834,274,49,107,369,299,97,233,313,55,374,641,363,88,27,11,309,12,324,6945,2167,265,105,49,70,64,502,22,83,49,53,545,887,173,273,272,39,508,302,23,52,121,161,71,70,360,451,189,30,33,26,252,243,153,354,10,107,159,66,63,146
Doktora,50--54,2016,556,66,109,37,30,43,4030,535,7,17,264,228,23,30,7,23,34,18,89,61,634,160,16,65,237,213,70,159,224,42,298,440,253,81,17,11,199,20,181,5926,1932,180,52,30,47,48,317,21,32,41,38,383,643,88,206,204,24,319,246,21,28,64,98,41,46,247,363,163,28,19,8,184,152,108,284,8,58,146,47,44,73
Doktora,55-59,2016,293,24,36,17,13,16,2684,331,9,6,120,101,12,13,7,11,9,9,47,8,382,75,8,18,104,119,30,94,111,17,153,269,124,27,5,7,75,6,91,3999,1192,57,19,12,20,24,160,4,15,21,15,169,323,37,104,103,12,162,168,5,17,30,39,22,35,124,171,59,10,9,8,87,90,42,137,6,30,55,21,20,31
Doktora,60--64,2016,192,10,29,14,14,14,1844,193,4,11,71,91,6,16,1,9,2,4,24,6,203,57,5,24,72,61,20,52,70,25,97,181,63,21,5,2,57,5,51,2758,837,44,10,2,4,15,129,4,12,26,8,89,215,23,51,57,13,65,115,9,12,15,26,6,13,82,101,40,7,11,7,65,41,26,80,2,6,30,18,10,27
Doktora,65+,2016,257,9,30,11,16,16,3231,325,4,10,117,155,8,6,9,7,6,2,21,14,338,64,8,16,54,58,20,55,49,14,94,222,74,26,8,5,54,7,59,5454,1593,45,12,4,9,27,96,7,14,15,6,140,248,27,24,56,6,144,289,6,15,19,31,21,20,70,112,39,8,9,3,45,61,25,95,2,14,27,30,13,38
Okuma Yazma Bilmeyen,6--13,2016,574,112,146,71,103,131,1227,1414,8,30,325,337,47,65,9,67,17,65,88,187,831,183,43,167,507,250,94,123,98,93,123,303,312,112,22,16,477,31,202,2226,1349,319,63,77,45,58,265,25,55,101,75,446,643,140,195,357,78,815,331,41,109,114,106,374,83,201,374,192,71,59,23,66,301,264,249,20,100,147,80,88,84
Okuma Yazma Bilmeyen,14--17,2016,52,15,15,7,3,,11,12,,,1,14,,48,,,48,60,,,17,,2,,21,108,3,5,1,,37,7,11,6,1,110,12,30,1,181,19,5,3,3,24,3,28,3,2,2,,38,25,8,20,3,110,16,,17,14,5,6,15,1,30,4,301,54,5,83,2,22,16,3,,3,397,6,101,8
Okuma Yazma Bilmeyen,18--21,2016,495,51,36,106,14,2,147,56,14,4,17,64,4,273,7,14,144,301,4,6,153,17,10,11,49,796,11,44,29,2,136,34,85,2,1,334,69,118,6,1119,165,44,11,10,135,9,73,22,10,28,12,174,72,19,78,43,533,122,38,107,13,13,9,111,5,79,28,2259,389,12,501,10,118,14,17,4,13,1757,8,64,9
Okuma Yazma Bilmeyen,22--24,2016,1154,116,124,1237,69,45,724,297,33,15,160,178,21,697,12,33,252,611,28,24,628,73,23,69,122,2928,62,116,179,57,490,142,457,55,27,516,328,247,39,4103,643,364,32,20,220,61,207,36,32,63,36,395,391,55,132,267,1384,625,103,882,42,58,108,236,27,180,146,5432,660,44,1286,79,270,96,116,15,27,2735,56,92,92
Okuma Yazma Bilmeyen,25--29,2016,3035,354,282,3089,167,92,2053,949,81,72,492,469,95,2093,57,90,709,1346,78,75,1920,246,76,189,351,8236,172,313,532,137,1380,372,1519,191,67,1194,951,644,136,12382,1975,998,84,70,639,205,520,76,99,184,111,1092,969,172,512,774,3565,1757,401,2381,103,185,401,570,116,452,452,13868,1542,119,3071,248,621,242,325,29,81,5946,159,236,323
Okuma Yazma Bilmeyen,30--34,2016,3084,438,319,2807,205,125,1961,864,108,65,466,501,129,2266,44,99,660,1120,96,89,1777,252,110,281,389,9095,180,348,580,153,1469,401,1433,266,70,1545,941,793,165,11600,1928,995,105,107,629,243,549,89,91,194,106,953,997,206,632,806,3735,1666,384,2162,141,220,452,692,156,551,473,13738,1852,139,3475,318,619,231,349,58,88,5447,132,224,409
Okuma Yazma Bilmeyen,35--39,2016,3008,579,306,2945,227,150,1979,845,111,76,456,524,144,2539,54,92,757,1273,103,123,1676,233,98,258,397,8909,211,350,685,238,1738,370,1573,294,78,1989,951,890,181,10736,1914,1175,133,86,645,271,594,103,89,209,143,919,953,173,803,850,4652,1645,368,2196,139,245,616,653,182,555,574,13370,1965,144,3777,394,524,277,402,57,110,5116,127,220,410
Okuma Yazma Bilmeyen,40--44,2016,2912,742,257,2595,259,129,1872,756,113,89,446,575,155,1852,65,81,824,1061,125,126,1680,232,116,298,348,7666,200,390,808,242,1724,399,1856,319,84,1259,896,835,180,9583,1895,1298,115,98,675,324,645,93,98,216,122,988,907,167,918,835,4526,1438,347,1898,141,234,681,670,184,556,539,11432,1449,122,2838,448,481,254,418,67,98,4592,131,256,492
Okuma Yazma Bilmeyen,45--49,2016,3180,1277,391,2005,355,142,2524,805,142,107,514,656,167,2051,63,86,785,1127,125,175,1976,235,113,401,390,7499,254,442,898,274,1608,400,2572,419,85,1161,1203,651,234,11414,2113,1985,153,120,583,362,757,131,99,280,102,1104,1147,204,1251,1000,4243,1621,459,1747,133,319,786,832,230,572,674,10017,1526,141,2694,633,547,356,525,84,138,3518,154,299,691
Okuma Yazma Bilmeyen,50--54,2016,4778,2264,740,3237,714,312,4768,1294,302,205,824,1010,297,2361,165,143,1421,1543,271,250,3854,298,290,848,703,9296,491,611,1651,579,2913,691,4468,928,219,1613,2249,1044,450,21380,3777,3199,347,139,1187,702,1575,258,204,352,196,2236,2248,355,2158,1597,5183,2580,641,2447,321,575,2074,1409,479,1141,1495,13110,1818,307,2726,1312,949,738,1230,196,277,5953,246,713,1484
Okuma Yazma Bilmeyen,55-59,2016,5846,3015,1021,2742,978,458,6497,1540,356,280,1111,1395,510,2140,261,193,1474,1400,393,408,4685,376,371,1353,920,8603,830,796,1984,826,2870,887,5518,1507,328,1344,2967,1087,726,24752,4496,4082,580,231,1379,1172,2173,298,375,402,339,2955,3087,565,2755,2038,4513,2843,866,2134,458,705,2897,1875,778,1738,2160,11563,1554,442,2067,1932,1117,978,1853,275,462,5069,302,919,2922
Okuma Yazma Bilmeyen,60--64,2016,8809,4903,1900,4273,1590,898,11687,2194,738,521,1717,2257,961,3153,494,273,2112,2341,921,649,7838,537,881,2741,1447,10937,1305,1070,3172,1437,4771,1402,8338,2828,628,1485,4238,1538,1183,37450,6587,7192,1149,521,1973,2359,3595,528,757,519,712,4941,5494,1024,4948,3238,5795,4118,1221,3334,784,1106,5715,3176,1283,2817,4134,11733,2260,978,2891,3625,1563,2013,3273,606,926,6480,480,2012,4655
Okuma Yazma Bilmeyen,65+,2016,41268,22982,13611,11791,11328,8178,66959,15972,4075,4463,15238,18805,6021,13375,2706,3081,9066,7835,7549,4885,44326,5227,6038,18582,9513,41022,7534,6567,13113,8238,21713,10789,38229,14972,4604,4733,17202,5017,7568,151207,36891,31641,8279,4075,8798,16244,23338,3502,7364,4728,5987,23696,31153,9405,28986,21007,24243,19385,10003,9797,6247,8104,31213,14224,8304,17627,21889,39867,8592,6509,9717,23261,7472,11517,23778,3994,5376,19193,2941,12205,19649